qid,wiki_id,name,description,url
Q921581,1457808,Russell 1000 Index,"The Russell 1000 Index is a stock market index that tracks the highest-ranking 1,000 stocks in the Russell 3000 Index, which represent about 90% of the total market capitalization of that index.",https://en.wikipedia.org/wiki/Russell_1000_Index
Q5009248,24032297,CBS MoneyWatch,"CBS MoneyWatch, a division of CBS News and a property of ViacomCBS Streaming, is a personal finance website that provides advice on retirement, investing, money, work and real estate.",https://en.wikipedia.org/wiki/CBS_MoneyWatch
Q19867565,42900927,CBS Watch,"CBS Watch!, also called Watch!",https://en.wikipedia.org/wiki/CBS_Watch
Q2969410,342775,List of assets owned by ViacomCBS,The following is a list of major assets that are owned by ViacomCBS.,https://en.wikipedia.org/wiki/List_of_assets_owned_by_ViacomCBS
Q2974366,3153687,Citadel LLC,"Citadel LLC (formerly known as Citadel Investment Group, LLC) is an American multinational hedge fund and financial services company.",https://en.wikipedia.org/wiki/Citadel_LLC
Q28130158,38377574,Chewy (company),"Chewy, Inc. is an American online retailer of pet food and other pet-related products based in Dania Beach, Florida.",https://en.wikipedia.org/wiki/Chewy_(company)
Q294721,563739,AMC Theatres,"AMC Entertainment Holdings, Inc. (d/b/a AMC Theatres, originally an abbreviation for American Multi-Cinema; often referred to simply as AMC and known in some countries as AMC Cinemas or AMC Multi-Cinemas) is an American movie theater chain headquartered in Leawood, Kansas, and the largest movie theater chain in the world.",https://en.wikipedia.org/wiki/AMC_Theatres
Q166032,102226,The Washington Post,"The Washington Post (also known as the Post and, informally, WaPo) is an American daily newspaper published in Washington, D.C.",https://en.wikipedia.org/wiki/The_Washington_Post
Q130223,7713110,Griffin,"The griffin, griffon, or gryphon (Ancient Greek: γρύψ, grū́ps; Classical Latin: grȳps or grȳpus; Late and Medieval Latin: gryphes, grypho etc.",https://en.wikipedia.org/wiki/Griffin
Q309783,10567534,Blake Griffin,"Blake Austin Griffin (born March 16, 1989) is an American professional basketball player for the Brooklyn Nets of the National Basketball Association (NBA).",https://en.wikipedia.org/wiki/Blake_Griffin
Q432437,550270,Kathy Griffin,"Kathleen Mary Griffin (born November 4, 1960) is an American comedian and actress who has starred in television comedy specials and has released comedy albums.",https://en.wikipedia.org/wiki/Kathy_Griffin
Q65358,5367625,Gallup (company),"Gallup, Inc. is an American analytics and advisory company based in Washington, D.C.",https://en.wikipedia.org/wiki/Gallup_(company)
Q45175,2961431,Simon Gallup,Simon Jonathon Gallup (born 1 June 1960) is an English musician and bassist of the alternative rock band The Cure.,https://en.wikipedia.org/wiki/Simon_Gallup
Q2647,13883,Huffman coding,"In computer science and information theory, a Huffman code is a particular type of optimal prefix code that is commonly used for lossless data compression.",https://en.wikipedia.org/wiki/Huffman_coding
Q190519,1018235,Felicity Huffman,"Felicity Kendall Huffman (born December 9, 1962) is an American actress.",https://en.wikipedia.org/wiki/Felicity_Huffman
Q2067318,33194261,Sparkle (2012 film),"Sparkle is a 2012 American musical film directed by Salim Akil and produced by Stage 6 Films, It was released on August 17, 2012, by TriStar Pictures.",https://en.wikipedia.org/wiki/Sparkle_(2012_film)
Q4762289,12683550,Angel Tompkins,"Angel Tompkins (born December 20, 1942) is an American actress.",https://en.wikipedia.org/wiki/Angel_Tompkins
Q7015521,27898072,New Zealand musk duck,"The New Zealand musk duck (Biziura delautouri), also known as de Lautour's duck, is an extinct stiff-tailed duck native to New Zealand.",https://en.wikipedia.org/wiki/New_Zealand_musk_duck
Q367484,715478,Golden Rose,"The Golden Rose is a gold ornament, which popes of the Catholic Church have traditionally blessed annually.",https://en.wikipedia.org/wiki/Golden_Rose
Q64140922,29640296,Garden roses,Garden roses are predominantly hybrid roses that are grown as ornamental plants in private or public gardens.,https://en.wikipedia.org/wiki/Garden_roses
Q6770772,10489375,Market Watch,"Market Watch is a show on CNBC that aired from 10 am to 12 noon ET, hosted by Martha MacCallum and Ted David (for the first hour), and Bob Sellers and Consuelo Mack (for the second hour).",https://en.wikipedia.org/wiki/Market_Watch
Q17019522,41855373,Opening Bell with Maria Bartiromo,"Opening Bell with Maria Bartiromo was a financial television show (2014-2015) that aired for two full hours, from 9 a.m. to 11 a.m.",https://en.wikipedia.org/wiki/Opening_Bell_with_Maria_Bartiromo
Q7755201,14758678,The Opening Bell on Fox Business,"The Opening Bell on Fox Business was an American business news program airing on the Fox Business Network at 9:00am Eastern Time and was hosted by Alexis Glick until December 23, 2009.",https://en.wikipedia.org/wiki/The_Opening_Bell_on_Fox_Business
Q13677,21560,New York Stock Exchange,"The New York Stock Exchange (NYSE, nicknamed ""The Big Board"") is an American stock exchange in the Financial District of Lower Manhattan in New York City.",https://en.wikipedia.org/wiki/New_York_Stock_Exchange
Q167382,164033,Netizen,"The term netizen is a portmanteau of the English words internet and citizen, as in a ""citizen of the net"" or ""net citizen"".",https://en.wikipedia.org/wiki/Netizen
Q490041,35364909,Miryang gang rape,"The Miryang gang rape, known in South Korea as the Miryang middle school girls rape incident, was a criminal incident that occurred in Miryang, South Korea in 2004.",https://en.wikipedia.org/wiki/Miryang_gang_rape
Q2962954,21754376,Grass Mud Horse,The Grass Mud Horse or Cǎonímǎ (草泥馬) is a Chinese Internet meme created as a mocking protest against Internet censorship and the Great Firewall.,https://en.wikipedia.org/wiki/Grass_Mud_Horse
Q4757731,36651324,Andrew Left,"Andrew Edward Left  (born July 9, 1970) is an activist short seller, author and editor of the online investment newsletter Citron Research, formerly StockLemon.com.",https://en.wikipedia.org/wiki/Andrew_Left
Q5417145,16207770,Evergrande Group,"The Evergrande Group or the Evergrande Real Estate Group (previously Hengda Group) is China's second-largest property developer by sales, making it the 152th largest group in the world by revenue, according to the 2020 Fortune Global 500 List.",https://en.wikipedia.org/wiki/Evergrande_Group
Q13977,432006,Bloomberg L.P.,"Bloomberg L.P. is a privately held financial, software, data, and media company headquartered in Midtown Manhattan, New York City.",https://en.wikipedia.org/wiki/Bloomberg_L.P.
Q607,38828,Michael Bloomberg,"Michael Rubens  Bloomberg (born February 14, 1942) is an American businessman, politician, philanthropist, and author.",https://en.wikipedia.org/wiki/Michael_Bloomberg
Q14270642,3057255,Bloomberg News,Bloomberg News (originally Bloomberg Business News) is an international news agency headquartered in New York City and a division of Bloomberg L.P.,https://en.wikipedia.org/wiki/Bloomberg_News
Q6788667,33150943,Matt Francis,"Matt Francis (born September 27, 1985) is a Canadian professional ice hockey player who is currently playing with the Nottingham Panthers of the Elite Ice Hockey League.",https://en.wikipedia.org/wiki/Matt_Francis
Q6789004,36968351,Matt Manfredi,Matt Manfredi is an American screenwriter.,https://en.wikipedia.org/wiki/Matt_Manfredi
Q5480468,21376985,Francis Chan,"Francis Chan [藩] (born August 31, 1967), is an American Protestant author, teacher, and preacher.",https://en.wikipedia.org/wiki/Francis_Chan
Q180654,33121168,Occupy Wall Street,"Occupy Wall Street (OWS) was a protest movement against economic inequality that began in Zuccotti Park, located in New York City's Wall Street financial district, in September 2011.",https://en.wikipedia.org/wiki/Occupy_Wall_Street
Q939103,33381607,Occupy movement,"The Occupy movement was an international progressive socio-political movement that expressed opposition to social and economic inequality and to the lack of ""real democracy"" around the world.",https://en.wikipedia.org/wiki/Occupy_movement
Q191578,1217327,Master of ceremonies,"A master of ceremonies, abbreviated MC or emcee, is the official host of a ceremony, staged event, conference, convention, or similar performance.",https://en.wikipedia.org/wiki/Master_of_ceremonies
Q294660,801036,AMC (TV channel),AMC is an American multinational basic cable television channel that is the flagship property of AMC Networks.,https://en.wikipedia.org/wiki/AMC_(TV_channel)
Q29552,5043544,Democratic Party (United States),"The Democratic Party is one of the two major contemporary political parties in the United States, along with its main historic rival, the Republican Party.",https://en.wikipedia.org/wiki/Democratic_Party_(United_States)
Q9624,18933007,Liberal Democrats (UK),The Liberal Democrats (commonly referred to as the Lib Dems) are a liberal political party in the United Kingdom.,https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)
Q6783965,1886931,MassMutual Center,"The MassMutual Center (formerly Springfield Civic Center) is a multi-purpose arena and convention center complex located in downtown Springfield, Massachusetts, in the city's Metro Center across from Court Square.",https://en.wikipedia.org/wiki/MassMutual_Center
Q30634563,53761680,Empower Retirement,"Empower Retirement is a retirement plan recordkeeping financial holding company based in Greenwood Village, Colorado, United States.",https://en.wikipedia.org/wiki/Empower_Retirement
Q161519,44027,Permutation,"In mathematics, a permutation of a set is, loosely speaking, an arrangement of its members into a sequence or linear order, or if the set is already ordered, a rearrangement of its elements.",https://en.wikipedia.org/wiki/Permutation
Q30588383,45663877,Tiny Desk Concerts,"Tiny Desk Concerts is a video series of live concerts hosted by NPR Music at the desk of All Songs Considered host Bob Boilen in Washington, D.C.


== History ==
The first Tiny Desk Concert came about in 2008 after Boilen and NPR Music editor Stephen Thompson left South by Southwest frustrated that they couldn't hear the music over the crowd noise.",https://en.wikipedia.org/wiki/Tiny_Desk_Concerts
Q578913,81240,The New York Times Best Seller list,The New York Times Best Seller list is widely considered the preeminent list of best-selling books in the United States.,https://en.wikipedia.org/wiki/The_New_York_Times_Best_Seller_list
Q2529982,30830,The New York Times Company,The New York Times Company is an American mass media company that publishes The New York Times newspaper.,https://en.wikipedia.org/wiki/The_New_York_Times_Company
Q30,3434750,United States,"The United States of America (U.S.A. or USA), commonly known as the United States (U.S. or US) or America, is a country primarily located in North America.",https://en.wikipedia.org/wiki/United_States
Q49,21139,North America,North America is a continent entirely within the Northern Hemisphere and almost all within the Western Hemisphere.,https://en.wikipedia.org/wiki/North_America
Q385618,159481,Melvins,"Melvins are an American rock band formed in 1983, in Montesano, Washington.",https://en.wikipedia.org/wiki/Melvins
Q7270,25536,Republic,"A republic (Latin: res publica, meaning ""public affair"") is a form of government in which ""power is held by the people and their elected representatives"".",https://en.wikipedia.org/wiki/Republic
Q29468,32070,Republican Party (United States),"The Republican Party, also referred to as the GOP (""Grand Old Party""), is one of the two major contemporary political parties in the United States, along with its main historic rival, the Democratic Party.",https://en.wikipedia.org/wiki/Republican_Party_(United_States)
Q42186,32080,Democratic-Republican Party,"The Democratic-Republican Party, also referred to as the Jeffersonian Republican Party and known at the time under various other names, was an American political party founded by Thomas Jefferson and James Madison in the early 1790s that championed republicanism, political equality, and expansionism.",https://en.wikipedia.org/wiki/Democratic-Republican_Party
Q89830,16864972,Sergej Moya,"Sergej Moya (born 14 January 1987 in Berlin) is a German actor, screenwriter and director.",https://en.wikipedia.org/wiki/Sergej_Moya
Q18155123,42685401,Robinhood (company),"Robinhood Markets, Inc. is an American financial services company headquartered in Menlo Park, California, known for offering commission-free trades of stocks and exchange-traded funds via a mobile app introduced in March 2015.",https://en.wikipedia.org/wiki/Robinhood_(company)
Q12789868,7433860,Gill (name),"Gill may be a surname or given name, derived from a number of unrelated sources:

in English, Gill may be a hypocorism of a number of given names, including Giles, Julian, William (Guillaume), Gillian
the Dutch form of the given namen Giles
in Northern English, Scots and Norwegian, it may be a topographic name, ultimately derived from Old Norse gil 'ravine'; for example: Lord Gill
as a surname, an anglicization of the Scottish or Irish patronymic McGill (or Mac Gille, Mac An Ghoill and variants)
in Hebrew, a masculine given name or byname meaning ""joy, gladness"" (גִּיל, feminine form גִּילָה, Gilla)
in Punjabi, a common last name in Punjab (ਗਿੱਲ or گل‎)


== People with the surname Gill ==
A.",https://en.wikipedia.org/wiki/Gill_(name)
Q54495162,19105073,Family of Joe Biden,"Joe Biden, the 46th and current president of the United States, has family members who are prominent in law, education, activism and politics.",https://en.wikipedia.org/wiki/Family_of_Joe_Biden
Q101369347,65732174,Presidency of Joe Biden,"The presidency of Joe Biden began at noon EST (17:00 UTC) on January 20, 2021, when Joe Biden was inaugurated as the 46th president of the United States.",https://en.wikipedia.org/wiki/Presidency_of_Joe_Biden
Q1672602,672800,Koss Corporation,Koss Corporation is an American company that designs and manufactures headphones.,https://en.wikipedia.org/wiki/Koss_Corporation
Q213660,970755,LinkedIn,LinkedIn () is an American business and employment-oriented online service that operates via websites and mobile apps.,https://en.wikipedia.org/wiki/LinkedIn
Q5707160,8978919,Hellenic Bank,Hellenic Bank Public Company Ltd (Greek: Ελληνική Τράπεζα Δημόσια Εταιρία Λτδ) (CSE: HB) is in Cyprus.,https://en.wikipedia.org/wiki/Hellenic_Bank
Q102276452,65800078,Allison Lee,Allison Herren Lee is an American lawyer who served as the acting chairman of the Securities and Exchange Commission (SEC) from January to April 2021.,https://en.wikipedia.org/wiki/Allison_Lee
Q7444922,221687,List of members of the Securities and Exchange Commission,Members of the U.S. Securities and Exchange Commission are appointed by the President of the United States.,https://en.wikipedia.org/wiki/List_of_members_of_the_Securities_and_Exchange_Commission
Q34006,53849,Hollywood,"Hollywood is a neighborhood in the central region of Los Angeles, California.",https://en.wikipedia.org/wiki/Hollywood
Q7151349,28962330,Paul Hollywood,"Paul John Hollywood (born 1 March 1966) is an English celebrity chef and television presenter, best known for being a judge on The Great British Bake Off  since 2010.",https://en.wikipedia.org/wiki/Paul_Hollywood
Q3195170,2746299,Kenneth C. Griffin,"Kenneth Cordele ""Ken"" Griffin (born October 15, 1968) is an American hedge fund manager, entrepreneur and investor.",https://en.wikipedia.org/wiki/Kenneth_C._Griffin
Q456157,1691376,Amazon Web Services,"Amazon Web Services (AWS) is a subsidiary of Amazon  providing on-demand cloud computing platforms and APIs to individuals, companies, and governments, on a metered pay-as-you-go basis.",https://en.wikipedia.org/wiki/Amazon_Web_Services
Q24883486,50728166,Timeline of Amazon Web Services,"This is a timeline of Amazon Web Services, which offers a suite of cloud computing services that make up an on-demand computing platform.",https://en.wikipedia.org/wiki/Timeline_of_Amazon_Web_Services
Q30320712,51172107,List of Amazon products and services,This is a list of products and services offered by American corporation Amazon.,https://en.wikipedia.org/wiki/List_of_Amazon_products_and_services
Q16731643,40229989,Barry Loudermilk,"Barry Dean Loudermilk  (born December 22, 1963)  is an American politician from the state of Georgia.",https://en.wikipedia.org/wiki/Barry_Loudermilk
Q42220769,55434429,Loudermilk (TV series),"Loudermilk is an American comedy television series created by Peter Farrelly and Bobby Mort that premiered on October 17, 2017 on the AT&T Audience Network.",https://en.wikipedia.org/wiki/Loudermilk_(TV_series)
Q4050888,473281,"Texas, Our Texas","""Texas, Our Texas"" is the regional anthem of the U.S. state of Texas.","https://en.wikipedia.org/wiki/Texas,_Our_Texas"
Q912475,151131,"Texas City, Texas",Texas City is a city in Galveston County in the U.S. state of Texas.,"https://en.wikipedia.org/wiki/Texas_City,_Texas"
Q918225,1735163,United States House Committee on Financial Services,"The United States House Committee on Financial Services, also referred to as the House Banking Committee and previously known as the Committee on Banking and Currency, is the committee of the United States House of Representatives that oversees the entire financial services industry, including the securities, insurance, banking and housing industries.",https://en.wikipedia.org/wiki/United_States_House_Committee_on_Financial_Services
Q537287,5052153,Barney Frank,"Barnett Frank (born March 31, 1940) is a former American politician.",https://en.wikipedia.org/wiki/Barney_Frank
Q17065610,40042831,List of currencies in Europe,"There are 25 currencies currently used in the 50 countries of Europe, all of which are members of the United Nations, except Vatican City, which is an observer.",https://en.wikipedia.org/wiki/List_of_currencies_in_Europe
Q18355626,42851419,List of currencies in Asia,This is the list of currencies presently in circulation in Asia.,https://en.wikipedia.org/wiki/List_of_currencies_in_Asia
Q104858134,65379638,List of currencies in the Arab World,This is the list of the 22 currencies presently in circulation in the Arab World.,https://en.wikipedia.org/wiki/List_of_currencies_in_the_Arab_World
Q192785,46738,Goliath,Goliath ( gə-LY-əth) is described in the biblical Book of Samuel as a Philistine giant defeated by the young David in single combat.,https://en.wikipedia.org/wiki/Goliath
Q617000,948919,Goliath birdeater,The Goliath birdeater (Theraphosa blondi) belongs to the tarantula family Theraphosidae.,https://en.wikipedia.org/wiki/Goliath_birdeater
Q25205882,49969378,Goliath (TV series),Goliath is an American legal drama streaming television series by Amazon Studios.,https://en.wikipedia.org/wiki/Goliath_(TV_series)
Q30160603,10629869,Citron melon,"The citron melon (Citrullus caffer) is a relative of the watermelon, also called Citrullus lanatus var.",https://en.wikipedia.org/wiki/Citron_melon
Q28553156,53029725,Peng Zhao,Peng Zhao (simplified Chinese: 赵鹏; pinyin: Zhào Péng) is a Chinese-American businessman who is the CEO of Citadel Securities.,https://en.wikipedia.org/wiki/Peng_Zhao
Q21496946,15020862,Plotkin,"Plotkin (Russian: Плоткин) is a surname of Russian Jewish origin, which indicates a person from Plotki, a name of several villages in Russia, Belarus, and Ukraine.",https://en.wikipedia.org/wiki/Plotkin
Q1276,19965375,Leonard Cohen,"Leonard Norman Cohen  (September 21, 1934 – November 7, 2016) was a Canadian singer-songwriter, poet, and novelist.",https://en.wikipedia.org/wiki/Leonard_Cohen
Q846570,19792942,Americans,Americans are the citizens and nationals of the United States of America.,https://en.wikipedia.org/wiki/Americans
Q49085,2154,African Americans,African Americans (also referred to as Black Americans or Afro-Americans) are an ethnic group of Americans with total or partial ancestry from any of the Black racial groups of Africa.,https://en.wikipedia.org/wiki/African_Americans
Q49297,21217,Native Americans in the United States,"Native Americans, also known as American Indians, First Americans, Indigenous Americans and other terms, are the indigenous peoples of the United States; sometimes including Hawaii and territories of the United States, and other times limited to the mainland.",https://en.wikipedia.org/wiki/Native_Americans_in_the_United_States
Q6281533,10418249,Joseph Binette,"Joseph Binette (May 1, 1861 – January 19, 1950) was an Ontario farmer, businessman and political figure.",https://en.wikipedia.org/wiki/Joseph_Binette
Q240496,214796,Lizzie Borden,"Lizzie Andrew Borden (July 19, 1860 – June 1, 1927) was an American woman tried and acquitted of the August 4, 1892, axe murders of her father and stepmother in Fall River, Massachusetts.No one else was charged in the murders, and despite ostracism from other residents, Borden spent the remainder of her life in Fall River.",https://en.wikipedia.org/wiki/Lizzie_Borden
Q2495862,36546,Congress,"Congresses are formal meetings of the representatives of different countries, constituent states, organizations, trade unions, political parties or other groups.",https://en.wikipedia.org/wiki/Congress
Q10225,149333,Indian National Congress,"The Indian National Congress (often called the Congress Party or simply Congress, abbr.",https://en.wikipedia.org/wiki/Indian_National_Congress
Q11268,31756,United States Congress,The United States Congress is the bicameral legislature of the federal government of the United States and consists of the House of Representatives and the Senate.,https://en.wikipedia.org/wiki/United_States_Congress
Q4175034,661622,Legislator,"A legislator (or lawmaker) is a person who writes and passes laws, especially someone who is a member of a legislature.",https://en.wikipedia.org/wiki/Legislator
Q18358528,43453585,Jackson Lawmakers,"The Jackson Lawmakers were a Cotton States League minor league baseball team based in Jackson, Mississippi that played during the 1913 season.",https://en.wikipedia.org/wiki/Jackson_Lawmakers
Q5256238,25316303,Demonax (lawmaker),"Demonax (Greek: Δημώναξ, Dēmōnax, gen.: Δημώνακτος) was an ancient Greek lawmaker of the style of Solon and Lycurgus, known for reforming the constitution of the Cyrenaeans.",https://en.wikipedia.org/wiki/Demonax_(lawmaker)
Q34804,51278,"Albuquerque, New Mexico","Albuquerque ( (listen) AL-bə-kur-kee, Spanish: [alβuˈkeɾke]), abbreviated as ABQ, is the most populous city in the U.S. state of New Mexico.","https://en.wikipedia.org/wiki/Albuquerque,_New_Mexico"
Q966879,207128,Albuquerque Isotopes,The Albuquerque Isotopes are a Minor League Baseball team of the Triple-A West and the Triple-A affiliate of the Colorado Rockies.,https://en.wikipedia.org/wiki/Albuquerque_Isotopes
Q4712839,10531562,Albuquerque metropolitan area,"The Albuquerque Metropolitan Statistical Area is a metropolitan area in central New Mexico centered on the city of Albuquerque comprising four counties: Bernalillo, Sandoval, Torrance, and Valencia.",https://en.wikipedia.org/wiki/Albuquerque_metropolitan_area
Q4964346,2383524,B. Kevin Turner,"B. Kevin Turner (born April 3, 1965) is an American businessman and investor who is currently the chairman of Zayo Group and the vice chairman of Albertsons/Safeway Inc.  Turner was most recently President & CEO of Core Scientific, a technology company specializing in Blockchain and Artificial Intelligence from 2018 to 2021.",https://en.wikipedia.org/wiki/B._Kevin_Turner
Q60,645042,New York City,"New York City (NYC), often simply called New York, is the most populous city in the United States.",https://en.wikipedia.org/wiki/New_York_City
Q1384,8210131,New York (state),New York is a state in the Mid-Atlantic and Northeastern regions of the United States.,https://en.wikipedia.org/wiki/New_York_(state)
Q8008791,2350826,William F. Galvin,"William Francis Galvin (born (1950-09-17)September 17, 1950) is an American politician who serves as the 27th Massachusetts Secretary of the Commonwealth.",https://en.wikipedia.org/wiki/William_F._Galvin
Q12061506,3168194,Massachusetts Secretary of the Commonwealth,The Massachusetts Secretary of the Commonwealth is the principal public information officer of the government of the U.S. state of Massachusetts.,https://en.wikipedia.org/wiki/Massachusetts_Secretary_of_the_Commonwealth
Q12276744,27592564,Georgi Tenev,"Georgi Tenev (born 9 October 1969, in Sofia, Bulgaria) is a Bulgarian novelist, short story writer, playwright and film/TV screenwriter.Major topics in Tenev’s works are the cultural and ideological void in the post-totalitarian societies and the consequent emerging of counter-cultures; the fall of utopias and the social amnesias.",https://en.wikipedia.org/wiki/Georgi_Tenev
Q48977219,56111384,List of companies founded by Stanford University alumni,"This is a list of companies founded by Stanford University alumni, including attendees who enrolled in degree-programs at Stanford but did not eventually graduate.",https://en.wikipedia.org/wiki/List_of_companies_founded_by_Stanford_University_alumni
Q424401,1902394,Epidermal growth factor receptor,"The epidermal growth factor receptor (EGFR; ErbB-1; HER1 in humans) is a transmembrane protein that is a receptor for members of the epidermal growth factor family (EGF family) of extracellular protein ligands.The epidermal growth factor receptor is a member of the ErbB family of receptors, a subfamily of four closely related receptor tyrosine kinases: EGFR (ErbB-1), HER2/neu (ErbB-2), Her 3 (ErbB-3) and Her 4 (ErbB-4).",https://en.wikipedia.org/wiki/Epidermal_growth_factor_receptor
Q771,1645518,Massachusetts,"Massachusetts ( (listen), ), officially the Commonwealth of Massachusetts, is the most populous state in the New England region of the United States.",https://en.wikipedia.org/wiki/Massachusetts
Q49111,5685,"Cambridge, Massachusetts","Cambridge ( KAYM-brij) is a city in Middlesex County, Massachusetts, and part of the Boston metropolitan area as a major suburb of Boston.","https://en.wikipedia.org/wiki/Cambridge,_Massachusetts"
Q887117,252510,Governor of Massachusetts,"The Governor of the Commonwealth of Massachusetts, is the head of state and head of government of Massachusetts and is charged with enforcing state laws.",https://en.wikipedia.org/wiki/Governor_of_Massachusetts
